,customer_id,time,amount,became_member_on,gender,age,income
30510,9725d40b36284fcfb54385e6b0dc8888,48,12.53,2017-08-12,M,47,69000.0
30512,e547bf7c37f74e108ff0ec9b834463c6,48,2.39,2017-12-07,M,64,53000.0
30513,9e5e774d43de4390955724157e18559b,48,3.58,2017-07-24,F,92,43000.0
30514,b8584f6932e049faa62abf58b1f0e407,48,5.55,2017-12-24,F,57,43000.0
30515,7a30763c05734cb3bd14123e1b6b9d63,48,2.88,2014-06-11,M,21,73000.0
30518,832b8ef69ffa4cf8ab3777df62f0233d,48,2.12,2014-01-29,M,39,35000.0
30519,e94de0e1d3cc49e88c7d3d3acc08e490,48,13.63,2016-12-13,F,28,46000.0
30521,91f94a5f78434d63803c89c44cef567e,48,23.01,2017-09-01,M,49,48000.0
30523,41b41a91a8c54404950837d458c3a41a,48,10.12,2017-06-19,M,62,48000.0
30524,c9d17a201bc24249a1c4d1c4c8acce30,48,2.12,2014-11-14,M,56,34000.0
30525,741d5560b72c438092cffca139177734,48,1.85,2015-04-24,F,26,61000.0
30526,81e6836cba764009a168d84bb936c56a,48,3.8,2014-07-17,F,21,50000.0
30527,3a53a6aa0b7642be9f387c9573a136fd,48,10.11,2015-09-21,M,55,35000.0
30529,2f72bdccc4644c9f822995ba69ecf312,48,4.75,2015-03-24,F,58,66000.0
30530,35c79602f58a40b3a7bec8c53c715535,48,24.95,2017-07-19,M,69,61000.0
30533,e0780fee1ddf45f98fcc65beb58966a1,48,1.63,2016-05-08,M,19,51000.0
30534,cdef54ca13f54bd792815f438fa29c70,48,12.32,2017-05-08,M,94,54000.0
30536,e21b15cf023b4eccb4158c11452ce7e7,48,2.08,2018-05-18,M,47,64000.0
30537,b12e06282edd43a4ace2353f3addf8e8,48,1.85,2013-12-23,F,21,37000.0
30538,36ccfdf3474f472484327c266ef4fa84,48,20.86,2016-03-14,F,57,77000.0
30540,0a28210b220047fb88b58fe001f940c0,48,24.05,2017-09-26,M,53,84000.0
30541,b99c01e940364ecdbef03dae24c6554b,48,0.25,2016-07-23,M,65,35000.0
30542,5fd5740cc7c7433caa24e38316277557,48,13.64,2015-11-13,F,71,64000.0
30543,80bc3a67e3ff43c491da0f3cd28bc3fa,48,12.68,2016-03-13,F,57,60000.0
30545,4c933453dd3b42eea553ec2985c050db,48,2.8,2017-08-23,M,49,70000.0
30546,25a6a84ea8f74fcaac3768c839b1a8a6,48,32.54,2016-01-29,F,58,76000.0
30548,270c6126f02b4419a443f7b0e0c4d276,48,16.26,2016-07-31,M,30,64000.0
30550,805576ae0d834276b5c1fdc86b1fca73,48,15.83,2016-09-13,M,52,81000.0
30552,f7dd612de4ea410cae2d9273d6c0ebaf,48,11.58,2016-02-11,F,54,37000.0
30555,6f2be1f4e8574becaa4ac61cfdb0a971,48,15.34,2018-01-02,F,48,76000.0
30557,bb8129318c02419894e498f06d3b777b,48,3.61,2018-04-27,M,22,36000.0
30558,e4fc56215f9948ae94edbf3a3b566564,48,4.07,2018-07-20,M,25,63000.0
30559,29c0a91cdcd441288a95dfd1b743c0fc,48,17.5,2017-03-23,F,82,87000.0
30561,c871ca534da7484dbda7eafffef8d03b,48,1.97,2014-08-10,M,21,34000.0
30562,5fc8181b4b6646df8f4c9f22f0cf0f63,48,12.5,2017-05-20,F,57,49000.0
30564,7b42b5bbe237406aaf2748a09050f745,48,8.67,2013-07-31,F,67,58000.0
30565,45c8c009996b4a8d81126b230a5ecbce,48,40.35,2016-10-02,M,94,82000.0
30566,472443e4fc37453eb4942f85a6ff65f6,48,0.8200000000000001,2016-04-20,,118,
30567,48a9bdb1362148c9b4c6fe6197145604,48,5.18,2018-07-16,M,32,70000.0
30569,bd777dba9c784ff8aa96c2a4531fba1f,48,26.82,2016-09-14,M,84,93000.0
30571,3cac8e47e1664b48af241c168346a404,48,14.71,2017-02-28,F,33,50000.0
30573,3d0d7375e73a4938a9ab6a6a2e884ec4,48,2.99,2017-02-06,,118,
30574,627236eb17a64e0cbcab138e3864bc02,48,16.66,2018-04-06,F,78,74000.0
30575,2b06f7ce3561428e9de6d9d081787f14,48,28.88,2017-10-08,M,73,99000.0
30577,562ff18436674676a31a183ee0e367a6,48,11.23,2017-11-12,M,30,56000.0
30578,36f8574d192946a1a68dd0c666fce6e4,48,17.94,2017-12-18,F,64,52000.0
30579,7651ccd65fa7484d972f75f2f2307010,48,0.26,2014-07-01,O,60,48000.0
30580,f4ba292455304d21857a621076ac9f99,48,22.52,2017-12-23,M,78,68000.0
30583,d6b3d727359043719c22a41fb01ecca2,48,26.72,2017-04-17,M,37,85000.0
30585,8536e2d3587e45d2ace102e3a1ff479f,48,1.25,2014-05-27,O,39,32000.0
30586,dbde9a84bd414e28b486927e175b2b49,48,5.73,2016-08-04,M,59,34000.0
30587,3d073e2d43f04815a4c84e53b36e3a5c,48,12.77,2017-04-13,F,20,47000.0
30590,878aa359ce5742e4b2f47af62c998f5d,48,21.52,2017-11-20,F,51,87000.0
30592,62fc04236fbd4ea9a8402f0cca70942d,48,23.28,2016-06-24,F,39,95000.0
30593,dbc43a7117234292b6143380279f6c42,48,7.88,2017-12-17,M,64,44000.0
30594,184368dab2ce4be0a196e3f6bf72fd9b,48,11.14,2017-09-10,M,62,40000.0
30596,2a2d1dea7f614c1f8c307d11218fa2c2,48,7.9,2015-09-20,M,49,36000.0
30598,3706f0e6065f445d8cf6ee400e5ecfb8,48,31.98,2017-01-25,F,72,97000.0
30599,fc2080bf9ecd4463bbec680953e4cfcf,48,24.15,2014-05-02,O,53,83000.0
30601,4f3aab9a035e4e73b8b6842031ccddb4,48,1.45,2016-09-19,M,60,57000.0
30602,00e9f403afa641889cd034ee7c7ca6e9,48,6.67,2016-04-17,M,73,45000.0
30604,00426fe3ffde4c6b9cb9ad6d077a13ea,48,4.96,2016-08-09,F,19,65000.0
30605,52c254913e884e67ab2c9112c606cef7,48,24.21,2017-12-16,F,63,67000.0
30607,66a2061eca094dc3bea2ab2ceb9b7659,48,6.35,2015-12-21,F,83,44000.0
30608,1575f73eb0274ab6b25567ace5ba2a90,48,2.86,2016-06-02,,118,
30610,6d1edf56e5894240a755df5cbfae806c,48,2.66,2018-01-21,,118,
30611,6b8b31812a7942889ed976892ba4b000,48,18.94,2017-10-16,F,62,106000.0
30613,a56de29d5c2540a28c86f3b43f8b6aa9,48,15.75,2017-02-10,O,67,73000.0
30615,bbc84c4808414965b83576e09d3445cd,48,21.24,2015-11-09,O,58,95000.0
30617,d08bb3a6b09c4059970788a1edbc0312,48,6.82,2017-08-13,F,60,37000.0
30618,ad3e1e401ffc4f9aab60679d3692e4eb,48,11.92,2018-01-06,M,49,73000.0
30620,0681388282b14555ac390bef6c526ed7,48,7.19,2014-01-25,M,21,65000.0
30621,df6c9f97dc174122b36bcda29e30976b,48,2.95,2018-01-20,M,25,67000.0
30622,3f1e5b456ba6415d9bd9940324dc66d4,48,28.0,2015-09-25,F,58,76000.0
30623,deadd48aebb74e369f62aefe22bf0dae,48,1.72,2015-10-31,M,63,39000.0
30625,3eb6aded21df4dcda69ba084c3dab2eb,48,1.53,2016-05-03,,118,
30626,5bb68945637b469ab9b46c3853085550,48,12.62,2017-12-31,M,25,63000.0
30627,bf5783772fee4f2ab126f07bf3be80f1,48,13.27,2016-10-21,F,29,60000.0
30628,76ec013980994d9d9ab7d077c326ef0a,48,0.14,2013-08-28,M,54,38000.0
30629,81d8b9eb710c49f6ada2ae0af9fa9be1,48,20.6,2016-05-31,F,49,91000.0
30630,39547839a4a54db1a8c7ecab159182b5,48,16.64,2017-01-21,F,52,87000.0
30632,b56e747d7f6641c88cacc52c5eaebf57,48,12.75,2016-03-30,F,31,58000.0
30633,3d4191b097e74f099a9be33af7d67d6d,48,18.25,2016-02-10,F,26,53000.0
30634,468fe3d104e44f2da09311e42407fd5f,48,1.57,2017-03-30,,118,
30635,5120299298b74644b086860f48787d6d,48,8.03,2018-06-07,M,54,53000.0
30637,35ebf54706f14bdc9b7e611707398168,48,16.4,2016-03-27,M,54,55000.0
30638,f9d169fa4c254d99b334c09088772cd0,48,0.9400000000000001,2017-03-24,,118,
30639,6637c362108d43b89e711ab4ec3b00f0,48,22.03,2017-10-07,M,63,75000.0
30641,61164923e8924fc080b37880c5685898,48,21.01,2016-01-06,F,59,74000.0
30643,c0a54757166d479baa38f5ea97e681bb,48,12.1,2016-10-18,F,59,75000.0
30645,347b0731981245c681867568552acf2c,48,2.69,2017-01-01,,118,
30646,14379f3522ed480098b880f2ed071058,48,103.28,2015-06-13,M,58,60000.0
30647,4622ef62f1294411a6e2550b4a509df7,48,27.83,2015-11-07,M,77,56000.0
30649,34f8936517d14baa92a4fb3af6c1e705,48,8.97,2018-07-18,M,62,40000.0
30650,42085a2ff6b8457fbd59029593406e26,48,1.27,2016-06-19,,118,
30651,4961c0b5df364aafb70615a1c5203714,48,11.48,2017-10-26,F,26,41000.0
30654,dac462b20c3d498dbf9aca07d863b6e3,48,5.25,2017-11-13,M,29,54000.0
30655,c7b8bb79cccd43bca48c724c43ae5601,48,14.15,2016-02-17,F,57,56000.0
30656,3e031fe2de2a43ccabdc881ac5d619a8,48,23.7,2015-11-15,M,55,97000.0
30657,1dd1b1640ba24bd0807997b9f924d0a6,48,2.92,2015-01-26,M,58,47000.0
30658,c03e92c14ebd48f9b3d247ed6b732069,48,20.28,2015-12-12,M,43,85000.0
30661,faf27120886b4938ab09ea2a98122b01,48,2.74,2017-10-17,M,93,52000.0
30663,1af61b6a58934ebd85f84ffcaedb52a2,48,17.18,2016-02-12,M,71,66000.0
30664,3e84b6633c9d4f41b7168799859a3398,48,1.06,2014-12-01,M,69,39000.0
30665,95765fd88ae6450e804c6faeb77b45be,48,1.5,2017-01-26,M,33,63000.0
30666,db497e6b889245068664ca614733fca5,48,16.54,2016-04-25,M,53,97000.0
30667,db88c27ccf9b42abbab82f341093ed56,48,4.92,2017-08-03,F,60,35000.0
30668,d1c534d5e28647a79c5e6515ab9c7af4,48,4.8,2018-01-02,M,22,72000.0
30670,2317e6d093a94ffd88614160e828c3e3,48,3.92,2018-02-08,M,19,45000.0
30672,0a56a31dc8614353abf47c5a027e657b,48,3.09,2015-07-18,M,52,71000.0
30673,85da22ce7b74421090ebe459efef9958,48,25.76,2016-02-07,F,80,95000.0
30674,3548505401f44bc79c3f71980d8731fe,48,37.14,2016-07-19,F,43,95000.0
30677,2d1456de0cca44e99e5cb4cad0c1bc02,48,5.93,2016-04-07,F,78,51000.0
30678,498e3d2746644f029c11d302ec235750,48,17.91,2017-01-15,M,54,76000.0
30679,fe46a70abe4c4aa8b1e7a4a28e49d171,48,2.75,2014-08-12,M,51,36000.0
30680,a47ee0a952974c269798b179e40070b7,48,31.04,2017-10-14,F,50,99000.0
30681,f92651e747004faba3d2d8083c07d8f3,48,4.38,2016-02-22,M,58,65000.0
30682,5bd256d63385406b94de643992856231,48,5.05,2017-07-03,F,23,34000.0
30683,13c3c9b11acd4d509efc39eb928248f6,48,6.26,2017-05-06,M,19,31000.0
30684,8f3dfac303b74df788dae87f1a3eb2f5,48,9.42,2017-04-01,F,48,60000.0
30685,6cd32ababc644c6c8a2644368c795728,48,0.87,2014-12-11,M,68,54000.0
30686,b7aa6f74b09b40d89cfbdbba1350b282,48,10.17,2017-03-25,F,87,61000.0
30687,6ed1b52f1db249c9b0db544e1e521eec,48,15.77,2018-04-10,M,27,60000.0
30688,6b49e02272f84e3fa02207f58a1b1aa9,48,26.91,2016-05-29,F,50,108000.0
30691,6cc6953adbe241bdabd0b950f11a35e9,48,28.96,2016-05-22,F,63,77000.0
30693,56a24501a23f4d34b70d88ab867b65e2,48,6.86,2016-11-22,F,43,36000.0
30694,953f68d9acdd47548bcc529af7d9e5ba,48,19.83,2017-01-04,F,51,58000.0
30696,75e8dd3225aa47908891329611068ae7,48,2.89,2018-06-29,M,52,67000.0
30697,f65f6992eefd4878a7e4eafc86c51823,48,9.79,2017-08-25,M,56,50000.0
30698,b5884556ad104aa89f16f6a81b1a79d0,48,0.53,2017-02-12,M,51,42000.0
30699,5b8d1108a0d84f6c8d26a9dbacc85ba0,48,9.45,2015-09-10,F,47,80000.0
30702,4e1113bcc74c466abd0fba7036560c08,48,17.24,2018-03-17,F,60,70000.0
30706,8583bb774d2e4496a96c1550a036c8b8,48,0.56,2014-10-02,M,49,62000.0
30707,710e32b6343144959b71c323a87d443d,48,29.25,2016-01-03,M,83,99000.0
30709,885d8e7de35e4b7abb7c6f494c82c271,48,7.03,2015-05-28,M,53,56000.0
30710,edfb73e167d14e86ae9ad18dcc53cc39,48,31.56,2017-02-18,F,54,118000.0
30711,2520c1ca400d43f4bf52ed6f482a6a75,48,19.53,2015-10-09,F,39,99000.0
30713,907e78791e0a4e58b91eee23eb7048d0,48,21.44,2015-11-14,M,41,69000.0
30715,a1a51f4f039b496580e9e3639dbee210,48,6.42,2017-10-25,F,53,40000.0
30716,958983269f8544e5ba636832c389faec,48,17.29,2016-12-28,F,59,62000.0
30718,0f89bd1fee15490dab326aa5ea95eccc,48,0.9400000000000001,2017-09-29,,118,
30719,1fc09b00cfc0448fa944d65f40aab67e,48,2.23,2018-06-04,M,50,38000.0
30722,2963fdca412b439fa4e928ad4cb052f7,48,7.25,2017-11-24,F,66,33000.0
30723,f165018c3baa4cd0a22f454e7adcb9ba,48,19.61,2016-12-01,F,64,69000.0
30725,558dc65c7aa747deabd4faa52db7b002,48,23.94,2017-02-25,M,73,66000.0
30726,bd82f4a7cc964f6c9645e911e794dc86,48,4.09,2017-12-24,M,39,37000.0
30727,f86af496c16140a5a9e4fbe605a27bb5,48,29.03,2017-08-28,F,62,97000.0
30728,683cc3d7e6974945ae2b60244d3c3b80,48,3.39,2014-01-31,M,63,68000.0
30731,626c385a5ea447c9b921c35fcec21a9c,48,30.04,2018-07-05,M,20,72000.0
30732,251fa816e9b84da585d07025ee0388ce,48,1.4100000000000001,2015-10-12,,118,
30733,f035bb00515c408cbe7abfd7f70f8620,48,7.36,2015-02-16,M,32,38000.0
30734,a06a9b36471a41a68ee7ca8f90294f5c,48,2.32,2017-11-23,M,67,53000.0
30736,ad635bcaa37140619ac0bf4149a1a713,48,12.28,2018-06-20,M,44,58000.0
30738,4d0142b1561949a289acbcf0245cbbc6,48,13.51,2016-11-17,M,53,49000.0
30739,4e44a658d07f417dbba5ce73b6496194,48,32.86,2016-08-08,F,61,105000.0
30740,3ba7c14d1f9141ff92444054bd3fe79b,48,8.43,2018-06-25,F,67,74000.0
30741,39744f47a979429e9b2dd5d3aace439b,48,22.49,2015-12-27,F,81,89000.0
30743,6669e4f5e2904f19b091c3792a6187d8,48,16.87,2017-11-10,M,85,79000.0
30745,3e641280c5314650bf65285d7054c074,48,6.34,2016-10-24,F,84,64000.0
30746,34ac11b8099c4b248979bae48616b3c2,48,15.16,2017-06-07,M,57,47000.0
30748,ed8997acdfb743058eac25c251c50da0,48,4.76,2016-05-03,M,39,44000.0
30750,f66fac9c993d4717802a635c7a34a852,48,0.64,2017-12-03,M,20,67000.0
30751,5ed6fe9d9589427e8838b278d61732fe,48,0.37,2013-09-08,M,44,59000.0
30753,d3c24fa42d0947a4be104283c35a7983,48,11.59,2015-08-03,F,87,61000.0
30754,cdfb082c11f84719aeb7c65586bf5085,48,0.55,2016-03-14,,118,
30755,34f83b5c0b134f59bdbd1871c960a8ab,48,1.01,2014-07-05,M,59,40000.0
30756,2bb22e7931aa49ebabff26b9cbc6260a,48,4.11,2018-01-19,M,29,45000.0
30758,29d30b36b320430f9a00ceee99b7a5d2,48,0.36,2018-04-06,M,44,37000.0
30759,a60741d3abb742d89fdd5e0ab047ef00,48,23.38,2015-10-24,F,64,95000.0
30762,b18ede11af8c44cfa56289fd58f04573,48,0.24,2015-01-24,M,32,37000.0
30765,3a1c0ab4be6740a19085d3d9c9685845,48,1.8599999999999999,2015-06-15,M,25,52000.0
30766,a72ce2003e5440398ccc7ade0dbff55b,48,18.22,2017-08-31,M,56,73000.0
30767,e22206bf65234c0e9f273bef859c02a1,48,20.2,2017-12-22,M,24,64000.0
30769,3c44371962d546f5b7188da99ff630d7,48,12.61,2016-12-17,F,63,103000.0
30771,a6105ca2ed8f4ce4b1b73f98b9b82c3a,48,0.89,2014-02-08,M,28,53000.0
30772,5e9a9e575ff44d2eb2144da629428121,48,23.51,2016-02-02,M,48,93000.0
30773,63e89a3c5744490595a4bdc12194b538,48,1.78,2018-04-20,M,73,32000.0
30774,7c26e974fad34c159fbd3804e82e701e,48,13.76,2017-07-30,M,41,59000.0
30776,8e69524a95744014b8ac926abb995486,48,24.41,2015-11-28,F,49,61000.0
30779,9e33bb2f4c304f1ab2030a6a6c184316,48,15.11,2015-08-09,M,26,63000.0
30781,e068cefa9e104dff830da55b9b8e4ff7,48,3.44,2017-07-21,M,54,63000.0
30782,5c5b2bd0ed67478697fa48e194d97253,48,16.2,2018-03-25,O,39,59000.0
30784,319ab9063a6348b087696874d0853f0e,48,10.81,2016-01-17,F,52,86000.0
30787,b16a64321a924304b6ba8856b0704654,48,0.27,2017-03-30,,118,
30788,f83b114b7dfa42949a191b90a2fd61a2,48,7.0,2016-01-20,F,24,54000.0
30790,d10314cc85374d27a116c0472bdde459,48,25.23,2015-09-14,F,56,92000.0
30792,6242d849cb3e401aa398ef3aefd21846,48,7.54,2017-08-01,F,35,39000.0
30794,de94b37abdb14635bb36bd1f3550c6a2,48,1.17,2016-12-21,,118,
30796,e61d674d2adc44c59e41458f838ba954,48,1.4100000000000001,2017-10-14,M,45,73000.0
30797,8a46d8fc3d2a48e89e37352ac5e96e65,48,2.46,2017-10-04,M,26,46000.0
30798,d56d701948d7473d80c0583ca8221eef,48,1.26,2017-03-23,M,33,60000.0
30799,ec1ba989198f4a0b8a02622b23c5346c,48,25.16,2017-04-07,M,53,64000.0
30800,0a445954a2f749df8f0811d466dd31e0,48,4.3,2018-05-04,M,25,72000.0
30802,2eaa6fa869894289b9bee7325b352c22,48,24.44,2017-08-03,M,19,74000.0
30803,085efb39e80140f08b90e0d77299958b,48,0.14,2016-01-19,,118,
30804,ddf366a81c574a8c9dc860c437b4e035,48,0.9400000000000001,2014-01-10,M,51,49000.0
30805,852944650a6c453f8f638807b5185b37,48,20.23,2013-11-10,M,53,66000.0
30806,d091dfa1a1d7414da78027d8832ff681,48,20.94,2017-01-31,F,59,95000.0
30808,6886b54723024200abba01cc65818a90,48,2.87,2018-07-17,M,65,36000.0
30809,5ef310c880ca4d61baff81a90c67515f,48,4.28,2018-04-02,M,49,72000.0
30810,1cd71346353146b4b3516f5fa7516558,48,3.07,2016-02-09,M,77,46000.0
30811,2c1c0c45d25d43099388a97204878874,48,17.73,2016-09-04,M,23,65000.0
30814,99512d6652584d91bbe36be81a88edd4,48,27.34,2017-09-02,M,45,75000.0
30817,8c3be843043c4ed9893ad9aef2a3c71a,48,24.11,2017-11-14,M,57,59000.0
30818,b48d06e22d794482bff4d15fbe5f9bbc,48,15.44,2016-07-27,M,70,48000.0
30819,7d1dd620977d4d61a5a8c172b3b68147,48,19.08,2016-11-09,M,54,61000.0
30821,d9fa7c90506043b7b556193d9aa4fb9b,48,28.14,2016-02-01,F,59,114000.0
30822,fa3c299d9cd34264867731caa01f2f86,48,2.36,2017-12-21,,118,
30823,99fb553d386345e38f9ab0e29fa1bf49,48,16.19,2017-09-21,M,37,61000.0
30825,df1ec0d168064e74a20fb178bc9082ae,48,26.6,2017-08-09,F,42,71000.0
30826,ee8913f8d169427783b0cd1e905f304c,48,13.39,2018-02-09,F,64,48000.0
30829,39d63fe475894b0888e256ced6af85a9,48,0.23,2017-10-20,M,42,38000.0
30830,66e876e1037346e281c43081d92310ad,48,15.02,2018-01-25,F,67,68000.0
30832,e99d297afce1463daade7868c26e298b,48,12.25,2016-11-21,M,51,65000.0
30834,2579cf6c9d1944ab9c90659ba5d2a7c6,48,4.71,2017-08-27,,118,
30836,7f0df9ea520a40e2ad30d0c4f6f30161,48,12.09,2016-06-10,M,59,53000.0
30837,1815f561a304441886c75af2aedbf6f9,48,4.19,2014-01-10,F,25,34000.0
30838,cbcb751630ed464e8f22b4ad87a0e710,48,16.99,2017-07-12,M,71,84000.0
30839,7cad9f630e4d47918d2b6160678db2f8,48,19.99,2015-12-07,F,54,86000.0
30843,cac127154bda4f5d98d994ce82a2f7d9,48,25.01,2015-08-23,M,59,108000.0
30846,cd0a6a3aca98454eb468158e2c6135fc,48,16.92,2016-04-28,F,53,88000.0
30847,4d9fd6ec260e4063b2408b28bc0c9676,48,2.98,2017-08-22,M,41,58000.0
30849,77cce09afacf466c84681f7cca06cf07,48,0.31,2015-05-29,M,57,31000.0
30851,421ed5bbb1ee49bcac53da61d1d02c4f,48,0.89,2014-09-19,M,52,59000.0
30852,9126f824e7734fac9681e726914c3f1f,48,26.78,2017-08-22,F,67,85000.0
30855,d1e603c73e534afc932dad2a4db51533,48,16.14,2017-01-15,F,73,83000.0
30856,ec539cd856754923995755f0dd1af470,48,14.03,2016-11-07,F,78,44000.0
30857,05e14ffbb5234affb70068da5fafbb25,48,33.85,2016-04-25,M,75,98000.0
30858,074c30edf3194b0e9cebaf64256bcfe1,48,8.17,2014-06-27,M,57,36000.0
30859,3d2d54ddebaf4d39ae02b96ff65ec727,48,16.49,2017-02-03,M,55,53000.0
30860,246541d803784db28d206473119c6233,48,14.97,2017-05-03,M,77,68000.0
30862,04bd9be0d1374492800aca71e512ed51,48,3.6,2013-12-03,M,21,70000.0
30863,7cf26de9d6324edab6b15e19bda2bec7,48,5.21,2017-10-23,M,71,34000.0
30865,937ece0d77ac48d1b4902633ca610567,48,18.87,2017-09-21,F,45,55000.0
30867,b0b38eb96f02433ba5fa961b87e89564,48,6.03,2017-02-15,F,40,30000.0
30869,fa7ccb17b2b14f32804d14f86ac87f04,48,3.38,2017-02-11,M,38,66000.0
30871,7c4bd6eae0fd44428505bbea97ea43d7,48,19.8,2017-05-04,F,82,107000.0
30872,4b8e062fcfd447c2b68c8a183d96a4b4,48,1.69,2015-06-07,M,61,68000.0
30873,a67840bbafb045c4a2ab9491e958bbac,48,9.6,2017-08-21,F,50,57000.0
30874,bb603ce2bdda424380aa360a67c11cb8,48,14.69,2018-01-09,M,30,53000.0
30878,845c31e647b449479f30b36eac5c5856,48,1.1400000000000001,2017-04-16,M,31,71000.0
30879,1ea7547159ae462192c3576d258c2bb7,48,20.16,2017-08-26,M,43,69000.0
30880,e0d0940a726544d29b8c93adf7c39fa2,48,10.6,2017-02-10,M,65,37000.0
30881,d6ba5ba5365044e4afe649443b2b1fe3,48,10.41,2016-12-01,F,53,67000.0
30882,5e386312836c43ca85550d8ebbbf12d2,48,0.92,2017-10-09,,118,
30883,c3bc3eec8a314c5a91caa286bf7cf542,48,1.96,2017-05-13,,118,
30885,cc328665db7d4f77babe3cb7c87e2e2f,48,35.62,2016-04-30,M,52,98000.0
30886,28d4c05648fc455c9797496f3bdf8105,48,17.63,2016-01-02,F,61,76000.0
30888,1823f88cc0df46bbbdad2e82afd3c9b7,48,2.52,2016-02-29,M,76,69000.0
30889,2c2d37e8d44a4a41b06594bd9384eb2a,48,1.17,2016-07-27,,118,
30890,c3bade8299614e03a3f6e003a13a74d2,48,4.96,2018-01-20,,118,
30892,92f3cc3dfaec453aa262158b723b9263,48,3.69,2017-11-27,F,46,40000.0
30893,51d298c5a1e4481388c146b952acaa54,48,3.22,2017-01-26,,118,
30895,fff0f0aac6c547b9b263080f09a5586a,48,12.87,2017-06-15,M,67,80000.0
30896,1ac8b6a96fdb46ef882e0d41818f8f2d,48,2.56,2014-01-20,M,27,74000.0
30897,89db9e6efae9458cb649a6474671d039,48,10.06,2015-12-25,M,36,50000.0
30899,ca7c5edd04984546b13e366bbb75817b,48,20.11,2015-11-25,F,47,66000.0
30901,876b9e48f855451dab78445f28381fed,48,30.97,2017-01-14,F,70,114000.0
30902,97a8ba1ac0b24bda94f21053233b480c,48,27.21,2017-12-17,F,62,85000.0
30903,a36a8550a93e4d04ae93e5e6cca1564d,48,1.45,2016-07-11,M,32,69000.0
30905,614ec3d641654c2d9d5c2a15e329c774,48,27.2,2017-03-20,F,67,96000.0
30907,9f1ac96a08aa4c88afc5888c99969420,48,13.12,2017-08-06,F,28,47000.0
30909,c57f72e84af04b689370ae51f9c0b723,48,0.76,2013-12-19,M,29,33000.0
30910,c3dabaeb9cc841f282a70914cb53372f,48,17.85,2016-03-11,M,50,62000.0
30912,92753745d26945beba2afe7aa2dc7593,48,3.52,2018-07-03,F,28,65000.0
30914,32dbb66bafd84f1995aa59b2587b3bf3,48,15.76,2016-10-19,M,42,67000.0
30915,211c1b601543428198d735c2526e6225,48,3.29,2015-08-07,M,54,46000.0
30916,71ce5de6f6e74f8b97086c55385f54c0,48,4.5600000000000005,2017-09-20,M,55,66000.0
30917,54c7dd73acc945cbba13de64ec9a5c99,48,14.47,2018-06-02,F,39,93000.0
30920,aa13d8187b5f4fdb9a0cfa94e39e911f,48,22.33,2017-08-03,M,42,74000.0
30922,9e71d772ceed40408f7a26dea47cda37,48,5.59,2017-10-05,M,51,35000.0
30924,5532539d40724979849cc7b6e8cda9a9,48,11.53,2016-08-01,F,52,58000.0
30928,6f9d1182f4054f4f871064b42a2d7f29,48,2.58,2014-04-08,M,60,32000.0
30929,2f657abf30dd4b039f3c492dc61b19af,48,13.07,2016-06-08,M,59,44000.0
30933,b0fc778d61024cd29eea6273bec6ba5a,48,31.8,2018-01-01,F,63,115000.0
30935,f5b6da50d5f044448c3de0590e9cab29,48,14.47,2016-06-04,F,86,70000.0
30936,30a563e8d6654c039f5ee9183302a3a1,48,3.29,2015-12-13,,118,
30938,99a0115e5cfa468aa139f2be4e5437c2,48,18.73,2016-03-14,F,51,64000.0
30939,a608c569b0b142b48a926b53ef93e76e,48,3.11,2015-02-26,M,50,46000.0
30940,d9e89714e8ff45b8b9125dc211f75172,48,3.5,2015-09-08,,118,
30941,45c001285cb7499e8fb0b61feba3ebac,48,2.04,2016-05-30,M,28,46000.0
30943,50e5377100774af28329fc40966a98c0,48,1.51,2017-04-21,M,51,70000.0
30944,14cd68209b934834afcbc6f217ddde0a,48,1.42,2017-01-26,M,50,38000.0
30945,5a7201882b9744a2a469676c762a3c22,48,0.67,2014-10-04,M,81,63000.0
30948,dc3671b2bda24c8896b5ac9019efe7ba,48,3.32,2018-03-29,M,26,47000.0
30949,e3d0e74404154aebbce117755841ba91,48,12.96,2017-06-19,M,53,83000.0
30951,940782f40a554a4da1b827f52de8b478,48,4.39,2014-09-03,M,59,66000.0
30952,590d6576dccd4ff286c4a4a64e40ba65,48,4.27,2017-10-03,,118,
30954,bd06e09d19d3444eacf13fb67a4a37b0,48,24.17,2016-08-26,F,56,74000.0
30956,24d7eab2cde84fc5a770373b672ef8fa,48,14.02,2016-10-02,F,20,55000.0
30958,4ac814a6d8dd461690c0bfeba4ab698e,48,12.68,2017-10-20,M,49,46000.0
30959,cfe1dbd54f1549da8ce88b453d8d5b8b,48,8.28,2017-11-22,M,73,54000.0
30960,2f27c0cf98054f49a0ff9d98e4e7fcb3,48,3.04,2018-05-12,F,53,56000.0
30961,39947a0397b94f40a25767c32babfc88,48,3.13,2018-07-20,F,51,34000.0
30962,257cdf8cf4ff419ba42b2baa13f5da17,48,20.42,2015-11-29,F,88,78000.0
30963,c41230f172564acba438f8e7c7da63eb,48,9.01,2017-01-31,M,40,52000.0
30964,ce7ac21bc5f84d62bbbbe793f10f42e0,48,40.16,2017-01-07,F,70,106000.0
30966,b98e8b1b420a467fb7adc3bfa2a707d8,48,22.36,2018-06-16,M,47,56000.0
30968,eef2201f5ff142aa8d436dc6af533e18,48,25.54,2014-05-31,M,66,80000.0
30971,e3d702e7f76e4b7abf3504037b4618e7,48,6.83,2016-04-25,F,51,58000.0
